va	vE
Qashqadaryo	qESqEdEryo
Qizil	qizil
bezak	bezEk
biriga	birigE
hujum	hujum
kirish	kiriS
mudofaa	mudofEE
oldida	oldidE
qurilma	qurilmE
quyosh	quyoS
tizimida	tizimidE
AQSh	EqS
binolar	binolEr
boqiladi	boqilEdi
borilgan	borilgEn
davriga	dEvrigE
doir	doir
ip	ip
ketdi	ketdi
kino	kino
oʻrinda	orindE
tizim	tizim
Koreya	koreyE
boʻlganda	bolgEndE
buyumlari	buyumlEri
buzilishi	buziliSi
davlatlari	dEvlEtlEri
davlatning	dEvlEtniN
halok	hElok
kislotalar	kislotElEr
lotin	lotin
qilinadigan	qilinEdigEn
shuhrat	SuhrEt
sodda	soddE
tuzish	tuziS
Mirzo	mirzo
Sirdaryo	sirdEryo
farqlanadi	fErqlEnEdi
foydalangan	foydElENEn
hali	hEli
harorat	hErorEt
hind	hind
hodisalar	hodisElEr
huquqi	huquqi
kasalliklari	kEsElliklEri
qoʻyiladi	qoyilEdi
shugʻullangan	SuXullENEn
solish	soliS
tana	tEnE
taraqqiyoti	tErEqqiyoti
uslubi	uslubi
usti	usti
usullar	usullEr
viloyatidagi	viloyEtidEgi
Odam	odEm
aksiyadorlik	EksiyEdorlik
ekanligi	ekEnligi
olishi	oliSi
oziqlanadi	oziqlEnEdi
sharoitda	SEroitdE
sohalarida	sohElEridE
yonida	yonidE
aholisining	EholisiniN
doirasida	doirEsidE
etnik	etnik
futbol	futbol
goʻsht	goSt
imkonini	imkonini
ishlaydigan	iSlEydigEn
kislorod	kislorod
koʻrib	korib
nuqtai	nuqtEi
qoʻshgan	qoSgEn
vaqti	vEqti
vazirligi	vEzirligi
Beruniy	beruniy
Ilk	ilk
biroq	biroq
boʻlingan	boliNEn
eriydi	eriydi
insonning	insonniN
nihoyatda	nihoyEtdE
organi	orgEni
ortib	ortib
oʻrganishga	orgEniSgE
parlament	pErlEment
tayyor	tEyyor
uyi	uyi
Mashinasozlik	mESinEsozlik
Rus	rus
Tabiiy	tEbiiy
asbob	Esbob
aytib	Eytib
barqaror	bErqEror
dunyoning	dunyoniN
ikkala	ikkElE
kitobi	kitobi
koʻmir	komir
koʻrinishi	koriniSi
mashinalari	mESinElEri
nafaqat	nEfEqEt
naqsh	nEqS
noyob	noyob
qismiga	qismigE
rivojlanib	rivojlEnib
salbiy	sElbiy
tik	tik
tomonida	tomonidE
tutgan	tutgEn
yasalgan	yEsElgEn
Ahmad	EhmEd
Faqat	fEqEt
Jumladan	jumlEdEn
Kitob	kitob
Oy	oy
asosi	Esosi
boshi	boSi
bugʻdoy	buXdoy
daromad	dEromEd
ekin	ekin
jun	jun
keltirib	keltirib
mingga	miNgE
muddati	muddEti
muzey	muzey
oldindan	oldindEn
olmaydi	olmEydi
oʻrmonlar	ormonlEr
qoʻllash	qollES
suvlari	suvlEri
to	to
usulida	usulidE
xususiyatiga	XususiyEtigE
yoʻnalishi	yonEliSi
Surxondaryo	surXondEryo
a	E
aloqalar	EloqElEr
band	bEnd
borishi	boriSi
elektromagnit	elektromEgnit
elektrotexnika	elektroteXnikE
foydalanadi	foydElEnEdi
koʻl	kol
kuzatish	kuzEtiS
masjid	mEsjid
metallsozlik	metEllsozlik
oraliq	orEliq
oxirgi	oXirgi
sintez	sintez
tomonga	tomoNE
Amudaryo	EmudEryo
Ispaniya	ispEniyE
Jizzax	jizzEX
hududining	hududiniN
jinoyat	jinoyEt
maqsad	mEqsEd
professional	professionEl
qilishni	qiliSni
rassomlik	rEssomlik
shahridagi	SEhridEgi
sifatli	sifEtli
tamaki	tEmEki
tektonik	tektonik
Mamlakatning	mEmlEkEtniN
koʻrsatdi	korsEtdi
neftni	neftni
rivojiga	rivojigE
tanqid	tEnqid
togʻlari	toXlEri
xabar	XEbEr
yetkazib	yetkEzib
Vazirlar	vEzirlEr
ashula	ESulE
etadigan	etEdigEn
foydalanishga	foydElEniSgE
gazlama	gEzlEmE
hukmronlik	hukmronlik
ifoda	ifodE
juft	juft
oʻrni	orni
oʻynagan	oynEgEn
shaharlari	SEhErlEri
tasi	tEsi
tilining	tiliniN
Bular	bulEr
Inson	inson
Mahalliy	mEhElliy
bormoqda	bormoqdE
gʻalaba	XElEbE
hududlarda	hududlErdE
kelmoqda	kelmoqdE
marotaba	mErotEbE
munosabatlari	munosEbEtlEri
olimlari	olimlEri
organizm	orgEnizm
qildilar	qildilEr
sariq	sEriq
saroy	sEroy
tekislik	tekislik
tijorat	tijorEt
xossalari	XossElEri
Alloh	Elloh
Bobur	bobur
Oltin	oltin
asboblari	EsboblEri
bezatilgan	bezEtilgEn
davrlarda	dEvrlErdE
ekan	ekEn
kimyosi	kimyosi
mahsulotlarini	mEhsulotlErini
naqshlar	nEqSlEr
nurlar	nurlEr
oraligʻida	orEliXidE
qoʻngʻir	qoN7ir
rioya	rioyE
saroyi	sEroyi
shunga	SuNE
sohalarda	sohElErdE
sovet	sovet
stansiyasi	stEnsiyEsi
tahsil	tEhsil
turkumi	turkumi
vositasida	vositEsidE
yalpi	yElpi
yoshlar	yoSlEr
Hozirda	hozirdE
Rossiyaning	rossiyEniN
ajratish	EjrEtiS
devori	devori
dini	dini
hammasi	hEmmEsi
hayotida	hEyotidE
issiklik	issiklik
koʻrgan	korgEn
markazlaridan	mErkEzlEridEn
musiqali	musiqEli
oʻqish	oqiS
pedagogika	pedEgogikE
qimmatli	qimmEtli
rivoj	rivoj
shaharlarda	SEhErlErdE
sugʻorish	suXoriS
tavsiya	tEvsiyE
tojik	tojik
tortib	tortib
yaxlit	yEXlit
Rossiyada	rossiyEdE
Sibir	sibir
besh	beS
bugʻ	buX
institutini	institutini
ishlatilgan	iSlEtilgEn
kasaba	kEsEbE
majmuasi	mEjmuEsi
massasi	mEssEsi
oʻzbeklar	ozbeklEr
qoʻyadi	qoyEdi
qum	qum
rivojlanadi	rivojlEnEdi
Harbiy	hErbiy
Orol	orol
Respublikasida	respublikEsidE
Ukraina	ukrEinE
adabiyotida	EdEbiyotidE
faoliyatining	fEoliyEtiniN
hududlarida	hududlEridE
maqom	mEqom
musiqasi	musiqEsi
oshadi	oSEdi
parda	pErdE
poʻlat	polEt
qalinligi	qElinligi
rang	rEN
sharoit	SEroit
shartli	SErtli
tashlanadi	tESlEnEdi
xususiyatlarini	XususiyEtlErini
yumshoq	yumSoq
Shunga	SuNE
asl	Esl
aylanish	EylEniS
birida	biridE
bogʻi	boXi
boshlanib	boSlEnib
boshqalarda	boSqElErdE
egallab	egEllEb
ettirgan	ettirgEn
hukm	hukm
koʻrsatib	korsEtib
lirik	lirik
maktablar	mEktEblEr
nazarda	nEzErdE
nomidan	nomidEn
nurlanish	nurlEniS
oʻynaydi	oynEydi
qilinib	qilinib
qorin	qorin
tashkilot	tESkilot
tashkilotlar	tESkilotlEr
tub	tub
yassi	yEssi
yozuvi	yozuvi
OʻzR	oz er
avtomatik	EvtomEtik
binosi	binosi
evaziga	evEzigE
hazm	hEzm
hodisa	hodisE
imperiyasi	imperiyEsi
koni	koni
maqsadi	mEqsEdi
oltingugurt	oltiNugurt
qatl	qEtl
qoʻmitasi	qomitEsi
qushlar	quSlEr
sifati	sifEti
son	son
xuddi	Xuddi
yurish	yuriS
Kanada	kEnEdE
Osiyoning	osiyoniN
Yosh	yoS
arxeologik	ErXeologik
belgisi	belgisi
daryolari	dEryolEri
daryosining	dEryosiniN
de	de
falsafa	fElsEfE
holida	holidE
ifodalanadi	ifodElEnEdi
kon	kon
moddalarning	moddElErniN
moliya	moliyE
muddatga	muddEtgE
ostiga	ostigE
oʻrinbosari	orinbosEri
prezidenti	prezidenti
qurolli	qurolli
shart	SErt
solib	solib
teatrida	teEtridE
turlarga	turlErgE
usullarini	usullErini
uzatish	uzEtiS
yotadi	yotEdi
yovvoyi	yovvoyi
bois	bois
boʻlishini	boliSini
daraxt	dErEXt
g	ge
jismlar	jismlEr
koʻrsatilgan	korsEtilgEn
mustaqillikka	mustEqillikkE
oʻrinni	orinni
oʻsishi	osiSi
qiz	qiz
qoramol	qorEmol
shahrining	SEhriniN
tashkiloti	tESkiloti
ustun	ustun
xoʻjaligining	XojEliginiN
yetarli	yetErli
yuzasidan	yuzEsidEn
Qadimgi	qEdimgi
Ulardan	ulErdEn
berishi	beriSi
boshqalarning	boSqElErniN
don	don
hokimi	hokimi
inshootlar	inSootlEr
kanali	kEnEli
manbalarda	mEnbElErdE
qalin	qElin
qor	qor
qozoq	qozoq
soliq	soliq
turiga	turigE
tuziladi	tuzilEdi
uzviy	uzviy
Yaqin	yEqin
dunyoga	dunyogE
edilar	edilEr
erishgan	eriSgEn
koʻzga	kozgE
laureati	lEureEti
may	mEy
organizmning	orgEnizmniN
oʻrganishda	orgEniSdE
qolishi	qoliSi
shilliq	Silliq
sonli	sonli
xonligi	Xonligi
yilga	yilgE
Asar	EsEr
SSSR	eseseser
Togʻ	toX
Yusuf	yusuf
Zamonaviy	zEmonEviy
agentligi	Egentligi
gul	gul
jadal	jEdEl
kadrlar	kEdrlEr
oqadi	oqEdi
oʻtkazib	otkEzib
qand	qEnd
qaytib	qEytib
qoʻshilib	qoSilib
shaklidagi	SEklidEgi
sulolasi	sulolEsi
tartibi	tErtibi
vayron	vEyron
xalqning	XElqniN
yozuv	yozuv
yupqa	yupqE
Birlashgan	birlESgEn
Kasallik	kEsEllik
Neft	neft
Ulugʻbek	uluXbek
atamasi	EtEmEsi
azot	Ezot
belgi	belgi
bildiradi	bildirEdi
etishda	etiSdE
fizika	fizikE
gʻoʻza	XozE
kiritgan	kiritgEn
mahorat	mEhorEt
negizida	negizidE
nur	nur
oʻsimliklarning	osimliklErniN
qila	qilE
rad	rEd
rangi	rENi
rejissyor	rejissyor
romani	romEni
ruda	rudE
suvli	suvli
tarmoq	tErmoq
tatar	tEtEr
texnikasi	teXnikEsi
tizimini	tizimini
voqea	voqeE
xodimlari	XodimlEri
yogʻin	yoXin
Badiiy	bEdiiy
Shoh	Soh
Sino	sino
Temir	temir
axloqiy	EXloqiy
bunga	buNE
fani	fEni
fizikasi	fizikEsi
genetik	genetik
iqtisodiyot	iqtisodiyot
kishini	kiSini
kompleks	kompleks
mart	mErt
orada	orEdE
parallel	pErEllel
siyosat	siyosEt
suvni	suvni
vafotidan	vEfotidEn
yashirin	yESirin
Aholining	EholiniN
albatta	ElbEttE
atmosfera	EtmosferE
bayrami	bEyrEmi
dasturi	dEsturi
dunyosi	dunyosi
fuqarolar	fuqErolEr
hayvonlarning	hEyvonlErniN
hududiy	hududiy
kamida	kEmidE
masjidi	mEsjidi
mollari	mollEri
nam	nEm
nazar	nEzEr
nutq	nutq
ogʻriq	oXriq
oʻrgangan	orgENEn
qatlam	qEtlEm
sezilarli	sezilErli
shamol	SEmol
soha	sohE
taniqli	tEniqli
tark	tErk
tiklash	tiklES
tola	tolE
aylanishi	EylEniSi
bank	bEnk
dvigatel	dvigEtel
elementlari	elementlEri
istiqomat	istiqomEt
minerallar	minerEllEr
normal	normEl
orol	orol
poyabzal	poyEbzEl
qatlami	qEtlEmi
qizi	qizi
sanoatning	sEnoEtniN
shaharning	SEhErniN
sopol	sopol
soʻzi	sozi
tadan	tEdEn
tilidagi	tilidEgi
tuz	tuz
yodgorliklari	yodgorliklEri
yozish	yoziS
Keyin	keyin
Xususan	XususEn
aksini	Eksini
dunyodagi	dunyodEgi
fiziologik	fiziologik
guruhga	guruhgE
hudud	hudud
huquqiga	huquqigE
joyga	joygE
koʻrinishida	koriniSidE
koʻtariladi	kotErilEdi
kuy	kuy
majburiy	mEjburiy
masalalarni	mEsElElErni
musulmonlar	musulmonlEr
muvaffaqiyatli	muvEffEqiyEtli
oqsil	oqsil
oziqovqat	oziqovqEt
oʻzgartirish	ozgErtiriS
qilishgan	qiliSgEn
rassom	rEssom
rudalari	rudElEri
taxmin	tEXmin
xizmatlari	XizmEtlEri
xoʻjaliklari	XojEliklEri
yopiq	yopiq
Bugungi	buguNi
Ularda	ulErdE
aksariyati	EksEriyEti
aniqlangan	EniqlENEn
ishlarida	iSlEridE
mavjudligi	mEvjudligi
oʻlaroq	olEroq
qarashli	qErESli
qimmatbaho	qimmEtbEho
quvvati	quvvEti
toʻqima	toqimE
xillarga	XillErgE
yaqqol	yEqqol
Hamza	hEmzE
aytadi	EytEdi
banki	bEnki
buyrak	buyrEk
davriy	dEvriy
harakatlari	hErEkEtlEri
inshootlari	inSootlEri
magʻlubiyatga	mEXlubiyEtgE
masalalariga	mEsElElErigE
nomlari	nomlEri
obyektni	obyektni
osmon	osmon
porti	porti
qoʻshini	qoSini
siyosati	siyosEti
subtropik	subtropik
tezlik	tezlik
uglerod	uglerod
vositalar	vositElEr
xavfli	XEvfli
Atlantika	EtlEntikE
Hindistonda	hindistondE
Mahmud	mEhmud
Termiz	termiz
Viloyat	viloyEt
barham	bErhEm
boʻlim	bolim
din	din
farqli	fErqli
gʻolib	Xolib
hisobida	hisobidE
iqtisodiyoti	iqtisodiyoti
jinslarining	jinslEriniN
joylarida	joylEridE
keltirgan	keltirgEn
kristall	kristEll
masalalarini	mEsElElErini
qoldiqlari	qoldiqlEri
qozongan	qozoNEn
shakllanishi	SEkllEniSi
shartnoma	SErtnomE
suvga	suvgE
yerdan	yerdEn
yoxud	yoXud
yoʻlida	yolidE
Avstriya	EvstriyE
Mamlakat	mEmlEkEt
Meksika	meksikE
Prezidenti	prezidenti
Sh	Sa
Soʻnggi	soNgi
Uygʻonish	uyXoniS
agar	EgEr
departamenti	depErtEmenti
erishdi	eriSdi
gorizontal	gorizontEl
hayvonlarda	hEyvonlErdE
janubida	jEnubidE
joylar	joylEr
kasalligi	kEsElligi
kitoblar	kitoblEr
koʻtarilgan	kotErilgEn
kvant	kvEnt
maktabda	mEktEbdE
maqsadga	mEqsEdgE
moliyaviy	moliyEviy
nafis	nEfis
oʻsish	osiS
palatasi	pElEtEsi
partiya	pErtiyE
qoʻshni	qoSni
tuproqlar	tuproqlEr
viloyatlarida	viloyEtlEridE
voz	voz
yetishtirish	yetiStiriS
Bolalar	bolElEr
Film	film
Hind	hind
Mamlakatda	mEmlEkEtdE
adabiyotining	EdEbiyotiniN
almashinuvi	ElmESinuvi
amir	Emir
asoslari	EsoslEri
bozori	bozori
davrining	dEvriniN
doimo	doimo
faqatgina	fEqEtginE
harorati	hErorEti
jangda	jENdE
joyida	joyidE
kanal	kEnEl
kesib	kesib
markaz	mErkEz
muvaffaq	muvEffEq
oʻrab	orEb
qonunlari	qonunlEri
roman	romEn
sahna	sEhnE
sintetik	sintetik
sistema	sistemE
suyak	suyEk
talaba	tElEbE
targʻib	tErXib
tartibda	tErtibdE
toʻlqin	tolqin
turishi	turiSi
tutilgan	tutilgEn
ustki	ustki
vaqtga	vEqtgE
yaqinidagi	yEqinidEgi
yetishtiriladi	yetiStirilEdi
Abdulla	EbdullE
Shaharda	SEhErdE
bajarish	bEjEriS
barg	bErg
binolari	binolEri
hayotiy	hEyotiy
islohotlar	islohotlEr
kerakli	kerEkli
maqolalar	mEqolElEr
maydonga	mEydoNE
mutlaq	mutlEq
oilasiga	oilEsigE
oʻsib	osib
qabilalari	qEbilElEri
qarshilik	qErSilik
qavatli	qEvEtli
qoʻshiqlari	qoSiqlEri
spirt	spirt
vertikal	vertikEl
yomon	yomon
yoʻllar	yollEr
Iqtisodiy	iqtisodiy
Ozarbayjonning	ozErbEyjonniN
Turk	turk
Uzoq	uzoq
davo	dEvo
etiladigan	etilEdigEn
filmlar	filmlEr
foyda	foydE
ishlarni	iSlErni
kamayib	kEmEyib
mavzu	mEvzu
mazmuni	mEzmuni
mevalar	mevElEr
miqdorini	miqdorini
navlari	nEvlEri
onasi	onEsi
oshib	oSib
oylarida	oylEridE
qabila	qEbilE
qurilmalar	qurilmElEr
radioaktiv	rEdioEktiv
sohada	sohEdE
toʻlqinlar	tolqinlEr
Armaniston	ErmEniston
Kimyoviy	kimyoviy
Qonun	qonun
ansambli	EnsEmbli
daraxtlar	dErEXtlEr
erkak	erkEk
gazeta	gEzetE
grammatik	grEmmEtik
ifodasini	ifodEsini
ijodiga	ijodigE
jarayonlari	jErEyonlEri
jinsli	jinsli
kafedrasi	kEfedrEsi
kartoshka	kErtoSkE
kelayotgan	kelEyotgEn
keyinroq	keyinroq
material	mEteriEl
munosabat	munosEbEt
muqaddas	muqEddEs
oldiga	oldigE
ozarbayjon	ozErbEyjon
qolish	qoliS
rahbarligida	rEhbErligidE
rolini	rolini
sanoatda	sEnoEtdE
surunkali	surunkEli
tabiati	tEbiEti
tasviri	tEsviri
tatbiq	tEtbiq
tuguni	tuguni
Toshkentdagi	toSkentdEgi
aksariyat	EksEriyEt
aslida	EslidE
boʻlimlari	bolimlEri
darhol	dErhol
eritmasi	eritmEsi
fermer	fermer
harakatini	hErEkEtini
ifodalaydi	ifodElEydi
institutlari	institutlEri
ispan	ispEn
ittifoqi	ittifoqi
kompaniya	kompEniyE
kunlari	kunlEri
mashinasi	mESinEsi
mutaxassislar	mutEXEssislEr
ozuqa	ozuqE
oʻq	oq
qurib	qurib
quyidagi	quyidEgi
shaharlarida	SEhErlEridE
shakllar	SEkllEr
sugʻoriladigan	suXorilEdigEn
tarixiga	tEriXigE
tarzi	tErzi
uyushmalari	uyuSmElEri
zabt	zEbt
aktyor	Ektyor
anglatadi	ENlEtEdi
boshqalarga	boSqElErgE
erta	ertE
iliq	iliq
kiritish	kiritiS
nazariyasini	nEzEriyEsini
oqim	oqim
oqimida	oqimidE
ovlash	ovlES
oʻgʻitlar	oXitlEr
qoʻshiladi	qoSilEdi
real	reEl
sanoatining	sEnoEtiniN
tushirilgan	tuSirilgEn
tuzgan	tuzgEn
unvoni	unvoni
xossalarini	XossElErini
yaxshilash	yEXSilES
yoqilgʻi	yoqilXi
Husayn	husEyn
Oq	oq
Qarshi	qErSi
avvalo	EvvElo
boshqalarni	boSqElErni
buni	buni
dastur	dEstur
davlatining	dEvlEtiniN
diametri	diEmetri
diplomatik	diplomEtik
efir	efir
element	element
gazlar	gEzlEr
huquqini	huquqini
institutining	institutiniN
kombinati	kombinEti
muammolari	muEmmolEri
non	non
odamning	odEmniN
oʻrganiladi	orgEnilEdi
oʻrtalarida	ortElEridE
oʻzlarining	ozlEriniN
qoshida	qoSidE
quriladi	qurilEdi
qurildi	qurildi
rivojlanishida	rivojlEniSidE
tartib	tErtib
tilda	tildE
tovarlar	tovErlEr
tuzildi	tuzildi
zaharli	zEhErli
Bulardan	bulErdEn
Gruziya	gruziyE
M	em
Shaharga	SEhErgE
aholiga	EholigE
bahorda	bEhordE
berishga	beriSgE
egalladi	egEllEdi
gʻisht	XiSt
hududidan	hududidEn
inkor	inkor
ishlatish	iSlEtiS
klassik	klEssik
matbuot	mEtbuot
oshirildi	oSirildi
qismining	qisminiN
qoʻlida	qolidE
saylanadi	sEylEnEdi
shaxsning	SEXsniN
shoirlar	SoirlEr
sonlar	sonlEr
tarbiya	tErbiyE
tashqariga	tESqErigE
tutib	tutib
vodiysi	vodiysi
vositalarini	vositElErini
xitoy	Xitoy
yodgorliklar	yodgorliklEr
Kaspiy	kEspiy
Sanoat	sEnoEt
ajratilgan	EjrEtilgEn
boshqargan	boSqErgEn
boshqarmasi	boSqErmEsi
devorlari	devorlEri
estetik	estetik
holatini	holEtini
jamiyatning	jEmiyEtniN
kemasozlik	kemEsozlik
nodir	nodir
organlar	orgEnlEr
oshirilgan	oSirilgEn
oʻyinda	oyindE
oʻynadi	oynEdi
quyiladi	quyilEdi
rudasi	rudEsi
tarqalishi	tErqEliSi
tashki	tESki
togʻli	toXli
turiladi	turilEdi
urushidan	uruSidEn
yoʻnalish	yonEliS
Asarda	EsErdE
Braziliya	brEziliyE
Havo	hEvo
Iroq	iroq
Ismoil	ismoil
Koʻpgina	kopginE
Polsha	polSE
Qon	qon
aksari	EksEri
bezlari	bezlEri
birlashmasi	birlESmEsi
dunyoviy	dunyoviy
egalik	egElik
ekish	ekiS
gʻoyalari	XoyElEri
hayvonot	hEyvonot
kamayadi	kEmEyEdi
kishilarning	kiSilErniN
koʻkrak	kokrEk
milodiy	milodiy
muassasalar	muEssEsElEr
mustaqillik	mustEqillik
muz	muz
orkestr	orkestr
qaytarib	qEytErib
safida	sEfidE
sholi	Soli
tadqiqotlari	tEdqiqotlEri
tashkilotlari	tESkilotlEri
tibbiyotda	tibbiyotdE
tilidan	tilidEn
topib	topib
tushirish	tuSiriS
universitetida	universitetidE
Buxoroda	buXorodE
GES	ges
Ural	urEl
alyuminiy	Elyuminiy
arablar	ErEblEr
av	Ev
balet	bElet
egasi	egEsi
ettiradi	ettirEdi
holatiga	holEtigE
hujjatlar	hujjEtlEr
jonli	jonli
kaliy	kEliy
kolleji	kolleji
konlar	konlEr
manba	mEnbE
masalan	mEsElEn
masofa	mEsofE
miqyosida	miqyosidE
muxtor	muXtor
okeani	okeEni
qoidalari	qoidElEri
radio	rEdio
shaharda	SEhErdE
shakllandi	SEkllEndi
shim	Sim
suvlar	suvlEr
tadbirlar	tEdbirlEr
tanlash	tEnlES
tasavvur	tEsEvvur
texnologiya	teXnologiyE
toza	tozE
toʻplangan	toplENEn
undagi	undEgi
usullaridan	usullEridEn
valyuta	vElyutE
yoshi	yoSi
Ana	EnE
Qorabogʻ	qorEboX
Teatr	teEtr
baliqlar	bEliqlEr
boradigan	borEdigEn
elektronlar	elektronlEr
erishish	eriSiS
guruhlari	guruhlEri
hozirda	hozirdE
kelingan	keliNEn
malakali	mElEkEli
massa	mEssE
miqdor	miqdor
moddalarni	moddElErni
oilasi	oilEsi
ombori	ombori
oʻzgarmas	ozgErmEs
oʻzlarini	ozlErini
qoʻllaniladigan	qollEnilEdigEn
qoʻyildi	qoyildi
qoʻzgʻoloni	qozXoloni
shaharni	SEhErni
tarafdorlari	tErEfdorlEri
tipli	tipli
tizimiga	tizimigE
turkumidagi	turkumidEgi
tutashgan	tutESgEn
voyaga	voyEgE
xususiyatlariga	XususiyEtlErigE
yasash	yEsES
yerlarni	yerlErni
yillari	yillEri
yoshdagi	yoSdEgi
zarb	zErb
Aholi	Eholi
Ittifoqi	ittifoqi
Umuman	umumEn
aprel	Eprel
avlod	Evlod
birlik	birlik
biznes	biznes
bostirib	bostirib
dala	dElE
dare	dEre
ettirilgan	ettirilgEn
faoliyatida	fEoliyEtidE
hikoyalar	hikoyElEr
hol	hol
hududlar	hududlEr
institut	institut
kim	kim
kishiga	kiSigE
kurashda	kurESdE
narsalar	nErsElEr
organizmda	orgEnizmdE
oʻtkazgan	otkEzgEn
oʻyin	oyin
qazilma	qEzilmE
qiladilar	qilEdilEr
qolib	qolib
qoʻllanilgan	qollEnilgEn
ruxsat	ruXsEt
shakliga	SEkligE
sifat	sifEt
sohilida	sohilidE
tobora	toborE
tolalar	tolElEr
vazir	vEzir
yoshga	yoSgE
yuqumli	yuqumli
Demak	demEk
Institutda	institutdE
Kengashi	keNESi
Osiyodagi	osiyodEgi
Xitoyda	XitoydE
Yalpi	yElpi
aloqalari	EloqElEri
asoslanadi	EsoslEnEdi
bargli	bErgli
darajasini	dErEjEsini
davlatlarda	dEvlEtlErdE
dori	dori
energetika	energetikE
geometrik	geometrik
joylari	joylEri
kamroq	kEmroq
klub	klub
kotibi	kotibi
koʻradi	korEdi
koʻrinadi	korinEdi
mashinalar	mESinElEr
nozik	nozik
nuqtasi	nuqtEsi
ohaktosh	ohEktoS
ov	ov
oʻqigan	oqigEn
oʻtkaziladigan	otkEzilEdigEn
qahramon	qEhrEmon
qatori	qEtori
qilishadi	qiliSEdi
qozondi	qozondi
roli	roli
seysmik	seysmik
sharoitiga	SEroitigE
shoh	Soh
solinadi	solinEdi
suvning	suvniN
tarixini	tEriXini
tashlab	tESlEb
tashrif	tESrif
tizimlari	tizimlEri
uslub	uslub
xonanda	XonEndE
yetuk	yetuk
yoz	yoz
yoʻlini	yolini
Aleksandr	EleksEndr
BMT	beemte
Ozarbayjonda	ozErbEyjondE
Qurilish	quriliS
Shoir	Soir
Tarkibida	tErkibidE
borasida	borEsidE
bosma	bosmE
bugungi	buguNi
davolashda	dEvolESdE
diqqatga	diqqEtgE
fevral	fevrEl
foydalaniladigan	foydElEnilEdigEn
gil	gil
guruhiga	guruhigE
hajviy	hEjviy
holatga	holEtgE
ilm	ilm
ishlanadi	iSlEnEdi
kirdi	kirdi
koʻk	kok
kundan	kundEn
mahsuloti	mEhsuloti
manbalarida	mEnbElEridE
masalasi	mEsElEsi
mexanika	meXEnikE
muhabbat	muhEbbEt
muhokama	muhokEmE
nazariyasiga	nEzEriyEsigE
qatlamlari	qEtlEmlEri
rasmlar	rEsmlEr
sababi	sEbEbi
shahriga	SEhrigE
shakldagi	SEkldEgi
sharoiti	SEroiti
sharq	SErq
sogʻlom	soXlom
tanlab	tEnlEb
tortish	tortiS
tuzilishiga	tuziliSigE
tuzlar	tuzlEr
uzum	uzum
vaqtdan	vEqtdEn
yigʻish	yiXiS
yodgorlik	yodgorlik
yoshida	yoSidE
yuqorida	yuqoridE
yuzasiga	yuzEsigE
Institut	institut
Ishlab	iSlEb
K	ka
Prezident	prezident
Zarafshon	zErEfSon
aviatsiya	EviEtsiyE
bilgan	bilgEn
bulgan	bulgEn
filmi	filmi
hayotini	hEyotini
huquqlari	huquqlEri
ildiz	ildiz
iyul	iyul
iyun	iyun
keltiriladi	keltirilEdi
kurashi	kurESi
metr	metr
morfologik	morfologik
moyi	moyi
olti	olti
oqsillar	oqsillEr
organ	orgEn
qoʻygan	qoygEn
rasm	rEsm
s	es
shirkat	SirkEt
sohalari	sohElEri
teskari	teskEri
texnologik	teXnologik
zargarlik	zErgErlik
zonasida	zonEsidE
Eski	eski
Foydali	foydEli
Lotin	lotin
Tarixiy	tEriXiy
boʻyida	boyidE
ekologik	ekologik
erkaklar	erkEklEr
hujayralar	hujEyrElEr
idora	idorE
ifodalangan	ifodElENEn
ismli	ismli
kafedra	kEfedrE
kasalxona	kEsElXonE
kishilik	kiSilik
koʻndalang	kondElEN
notoʻgʻri	notoXri
oʻtlar	otlEr
qonunlar	qonunlEr
qoʻshilgan	qoSilgEn
rassomlar	rEssomlEr
rentgen	rentgen
rivoji	rivoji
tashish	tESiS
telefon	telefon
tillarda	tillErdE
toʻqish	toqiS
tuzilishini	tuziliSini
urugʻi	uruXi
xona	XonE
yuborilgan	yuborilgEn
III	iii
Isroil	isroil
SSR	eseser
Suriya	suriyE
X	Xa
afsonaviy	EfsonEviy
aniqlashda	EniqlESdE
arman	ErmEn
avtomobillar	EvtomobillEr
bogʻ	boX
boʻlinib	bolinib
davrga	dEvrgE
direktor	direktor
ettirib	ettirib
fosfor	fosfor
gilam	gilEm
guruhlar	guruhlEr
hududda	hududdE
hujjatli	hujjEtli
imkoniyati	imkoniyEti
ishlariga	iSlErigE
ismi	ismi
ixtiro	iXtiro
jigar	jigEr
jihozlari	jihozlEri
joylashtirilgan	joylEStirilgEn
kasallikning	kEsEllikniN
koʻpayadi	kopEyEdi
kundalik	kundElik
markaziga	mErkEzigE
nufuzli	nufuzli
olinib	olinib
orollari	orollEri
pasayib	pEsEyib
qismlar	qismlEr
safar	sEfEr
saroyida	sEroyidE
sekin	sekin
soy	soy
tariqa	tEriqE
xristian	XristiEn
yuza	yuzE
билан	bilEn
Bularning	bulErniN
Demokratik	demokrEtik
Ijtimoiy	ijtimoiy
Oddiy	oddiy
Oʻzbekistondagi	ozbekistondEgi
Qirgʻiziston	qirXiziston
Quyi	quyi
Tarix	tEriX
Ularni	ulErni
Urushdan	uruSdEn
Yiliga	yiligE
ahamiyatini	EhEmiyEtini
arxeologiya	ErXeologiyE
borayotgan	borEyotgEn
boʻlganidan	bolgEnidEn
boʻlmasligi	bolmEsligi
dehqon	dehqon
dona	donE
eni	eni
