abdisere	obdiser3
drektigst	drEktikst
drektigste	drEktikst3
drenere	dr3ner3
drepe	drep3
dress	drEs
dressere	dr3ser3
dressing	drEsiN
dreven	drev3n
driftig	drifti
driftige	drifti3
driftigere	driftir3
driftigst	driftikst
driftigste	driftikst3
drikk	drik
drikke	drik3
drille	dril3
drin	drin
dringend	driN3nt
driste	drist3
dristig	dristi
dristige	dristi3
dristigere	dristir3
dristigst	dristikst
dristigste	dristikst3
drive	driv3
dronning	droniN
droppe	drop3
drosje	droS3
drosjesjåfør	droS3Sofer
druesukker	dr33s3k3r
drukken	druk3n
drukne	drukn3
dryppe	drip3
drysse	dris3
dråpe	drop3
drøfte	drEft3
drøm	drEm
drømme	drEm3
drømmeaktig	drEmokti
drønne	drEn3
drøvel	drEv3l
drøy	drEy
drøye	drEy3
du	d3
dualisme	d3wolism3
due	d33
duell	d3wEl
duellere	d3wEler3
dufte	d3ft3
duge	d3g3
dugge	d3g3
dugnad	d3gnod
duk	d3k
dukke	d3k3
dukkert	duk3t
dulte	d3lt3
dum	dum
dumdristig	dumdristi
dumdristige	dumdristi3
dumdristigere	dumdristir3
dumdristigst	dumdristikst
dumdristigste	dumdristikst3
dumm	dom
dumme	dum3
dump	dump
dumpe	dumpe
dundre	d3ndr3
dunke	duNk3
dunkel	doNkl duNk3l
dunste	d3nst3
duo	d3wu
duplisere	d3pliser3
duplo	d3plu
durabelig	d3rob3li
durabelige	d3rob3li3
durabeligere	d3rob3lir3
durabeligst	d3rob3likst
durabeligste	d3rob3likst3
dure	d3r3
durkdreven	d3rkdrev3n
dusin	d3sin
dusj	d3S
dusje	d3S3
duve	d3v3
dvele	dvel3
dy	di
dybde	dibd3
dydig	didi
dydige	didi3
dydigere	didir3
dydigst	didikst
dydigste	didikst3
dykke	dik3
dyktig	dikti
dyktige	dikti3
dyktigere	diktir3
dyktigst	diktikst
dyktigste	diktikst3
dynamisk	dinomisk
dynasti	dinosti
dynke	diNk3
dyp	dip
dyppe	dip3
dypt	dipt
dyr	dir
dyrebar	dir3bor
dyrisk	dirisk
dyrke	dirk3
dyrlege	diLeg3
dysse	dis3
dyster	dist3r
dytte	dit3
dyvåt	divot
dåne	don3
dåp	dop
dåpshandling	dopshondliN
dåre	dor3
dårlig	doLi
dårlige	doLi3
dårligere	doLir3
dårligst	doLikst
dårligste	doLikst3
dø	de
død	ded
dødelig	ded3li
dødelige	ded3li3
dødeligere	ded3lir3
dødeligst	ded3likst
dødeligste	ded3likst3
døgn	dEyn
dølge	dElg3
dømme	dEm3
døpe	dep3
dør	der
dørslag	dESLog
dørstokk	deStok
døse	des3
døsig	desi
døsige	desi3
døsigere	desir3
døsigst	desikst
døsigste	desikst3
døv	dev
døyve	dEyv3
e-post	epost
ebbe	Eb3
eddik	Edik
edel	ed3l
edru	edr3
edruelig	Edr33li
edruelige	Edr33li3
edrueligere	Edr33lir3
edrueligst	Edr33likst
edrueligste	Edr33likst3
edvard	Edvod Edvot
effektiv	Ef3ktiv
egen	egn eg3n
egenhendig	eg3nhEni
egenhendige	eg3nhEni3
egenhendigere	eg3nhEnir3
egenhendigst	eg3nhEnikst
egenhendigste	eg3nhEnikst3
egennyttig	eg3niti
egennyttige	eg3niti3
egennyttigere	eg3nitir3
egennyttigst	eg3nitikst
egennyttigste	eg3nitikst3
egenrådig	eg3nrodi
egenrådige	eg3nrodi3
egenrådigere	eg3nrodir3
egenrådigst	eg3nrodikst
egenrådigste	eg3nrodikst3
egentlig	eg3ntli
egentlige	eg3ntli3
egentligere	eg3ntlir3
egentligst	eg3ntlikst
egentligste	eg3ntlikst3
egg	Eg
egge	Ei3
eggerøre	Ei3rer3
egle	Eil3
egne	Ein3
egoistisk	Eiuistisk
egosentrisk	egusEntrisk
egyptisk	Egiptisk
ei	Ei
ei uke til	Ei3k3til
eie	Ei3
eiendom	Ei3nom
eier	Ei3r
ekkel	Ek3l
eksakt	Eksokt
eksaltert	Eksoltet
eksaminere	Eksominer3
eksempel	EksEmp3l
eksemplarisk	Eks3mplorisk
eksentrisk	EksEntrisk
eksepsjonell	Eks3pSunEl
eksistensiell	Eksist3nsiEl
eksistere	Eksister3
ekskludere	Ekskl3der3
eksklusiv	Ekskl3siv
eksosrør	Eksusrer
eksotisk	Eksutisk
ekspandere	EkspoNder3
ekspedere	Eksp3der3
eksperiment	Eksp3rimEnt
eksperimentell	Eksp3rim3ntEl
eksperimentere	Eksp3rim3nter3
eksplodere	Ekspluder3
eksplosiv	Eksplusiv
eksponere	Ekspuner3
eksportere	Ekspoter3
ekspresjonisme	EksprESunism3
ekspressbrev	EksprEsbrev
ekspressbuss	EksprEsb3s
ekstatisk	Ekstotisk
ekstensiv	Ekst3nsiv
ekstra	Ekstro
ekstraordinær	EkstroodinEr
ekstrem	Ekstrem
ekte	Ekt3
ektemann	Ekt3mon
ektepar	Ekt3por
ekteskap	Ekt3skop
elastisk	Elostisk
elde	Eld3
eldes	Eld3s
eldgammel	Elgom3l
eldre	Eldr3
elefant	El3font
elegant	El3gont
elektrisk	ElEktrisk
elektrisk forretning	ElEktrisk forEtniN
elektriske artikler	ElEktrisk3 otikl3r
elektronisk	El3ktrunisk
elementær	El3m3ntEr
elendig	ElEni
elendige	ElEni3
elendigere	ElEnir3
elendigst	ElEnikst
elendigste	ElEnikst3
elf	Elf
eliminere	Eliminer3
elise	Elis3
eller	El3r
ellers	El3S
elleve	Elv3
ellevill	El3vil
elske	Elsk3
elsker	Elsk3r
elskling	ElskliN
elskverdig	ElskvEdi
elskverdige	ElskvEdi3
elskverdigere	ElskvEdir3
elskverdigst	ElskvEdikst
elskverdigste	ElskvEdikst3
elte	Elt3
elv	Elv
emballere	Emboler3
emigrere	Emigrer3
eminent	EminEnt
emmen	Em3n
emne	Emn3
emosjonell	EmuSunEl
empatisk	Empotisk
empfehlen	Empfel3n
empirisk	Empirisk
en	en
en gang	EngoN
en gang til	EngoNtil
enda	Eno
ende	En3
endelig	En3li
endelige	En3li3
endeligere	En3lir3
endeligst	En3likst
endeligste	En3likst3
endelse	En3ls3
endeløs	En3les
ender	En3r
endestasjon	En3stoSun
endevende	En3vEn3
endre	Endr3
endring	EndriN
ene	en3
energisk	EnErgisk
enerverende	EnErver3n3
enerådende	en3rod3n3
enes	en3s
eneste	en3st3
enestående	en3sto3n3
enfoldig	Enfoldi
enfoldige	Enfoldi3
enfoldigere	Enfoldir3
enfoldigst	Enfoldikst
enfoldigste	Enfoldikst3
eng	EN
engasjere	ENgoSer3
engelsk	EN3lsk
engste	ENst3
engstelig	ENst3li
engstelige	ENst3li3
engsteligere	ENst3lir3
engsteligst	ENst3likst
engsteligste	ENst3likst3
enhetlig	enhetli
enhetlige	enhetli3
enhetligere	enhetlir3
enhetligst	enhetlikst
enhetligste	enhetlikst3
enhver	EnvEr
enig	eni
enige	eni3
enigere	enir3
enigst	enikst
enigste	enikst3
enke	ENk3
enkel	ENk3l
enkelt	ENk3lt
enkeltstående	ENk3ltsto3n3
enkemann	ENk3mon
enkle	ENkl3
enklere	ENkl3r3
enklest	ENkl3st
enn	En
ennå ikke	Enoik3
enorm	Enorm
ens	ens
ensarta	ensoto
ensartet	ensoto
ensbetydende	ensb3tid3n3
ense	Ens3
ensfarga	ensforgo
ensfarget	ensforgo
ensformig	ensformi
ensformige	ensformi3
ensformigere	ensformir3
ensformigst	ensformikst
ensformigste	ensformikst3
ensidig	ensidi
ensidige	ensidi3
ensidigere	ensidir3
ensidigst	ensidikst
ensidigste	ensidikst3
enslig	enSLi
enslige	enSLi3
ensligere	enSLir3
ensligst	enSLikst
ensligste	enSLikst3
ensom	ensom
enten eller	Ent3n El3r
entre	Entr3
entusiastisk	Ent3siostisk
epidemisk	Epidemisk
epileptisk	EpilEptisk
episk	episk
episode	Episud3
eple	Epl3
eplekjekk	Epl3SEk
epoke	Epuk3
er	Er
erfare	Erfor3
erfaren	Erfor3n
erfaring	ErforiN
ergerlig	Erg3li
ergerlige	Erg3li3
ergerligere	Erg3lir3
ergerligst	Erg3likst
ergerligste	Erg3likst3
ergre	Ergr3
ergre seg over	Ergr3sEiov3r
erindre	Erindr3
erkjenne	ErSEn3
erklære	EklEr3 ErklEr3
erme	Erm3
ernst	Enst
ernære	EnEr3
erobre	Erubr3
erotisk	Erutisk
erstatte	EStot3
ert	Et
erte	Et3
erter	Et3r
erverve	ErvErv3
ese	es3
eskadre	Eskodr3
essensiell	Es3nsiEl
estetisk	Estetisk
et	Et
et annet sted	Eton3tsted
et avslitt leddbånd	EtovSLitlEdbon
et par	Etpor
etablere	Etobler3
etasje	EtoS3
etasjeseng	EtoS3sEN
ete	et3
eter	et3r
eterisk	Eterisk
etisk	etisk
etnisk	Etnisk
etnologisk museum	Etnulugisk m3sE3m
ett	Et
etter	Et3r
etterforske	Et3rfoSk3
etterfølge	Et3rfEl3
etterkomme	Et3rkom3
etterlate	Et3Lot3
etterligne	Et3LiNn3
etterlyse	Et3Lis3
ettermiddag	Et3rmidog
etternavn	Et3novn
etterpåklok	Et3rpokluk
etterse	Et3Se
ettersende	Et3SEn3
ettersøke	Et3Sek3
ettertenksom	Et3tENksom
ettertrykkelig	Et3trik3li
ettertrykkelige	Et3trik3li3
ettertrykkeligere	Et3trik3lir3
ettertrykkeligst	Et3trik3likst
ettertrykkeligste	Et3trik3likst3
ettroms leilighet	EtrumslEilihet
eu-borger	E3borg3r
euro	E3ru
europeer	E3rupe3r
europeisk	E3rupeisk
evakuere	Evok3er3
evaluere	Evol3er3
eventuell	Ev3nt3El
eventyr	evntir ev3ntir
eventyrlig	Ev3ntiLi
eventyrlige	Ev3ntiLi3
eventyrligere	Ev3ntiLir3
eventyrligst	Ev3ntiLikst
eventyrligste	Ev3ntiLikst3
evig	evi
evige	evi3
evigere	evir3
evigst	evikst
evigste	evikst3
evinnelig	Evin3li
evinnelige	Evin3li3
evinneligere	Evin3lir3
evinneligst	Evin3likst
evinneligste	Evin3likst3
evne	Evn3
fabelaktig	fob3lokti
fabelaktige	fob3lokti3
fabelaktigere	fob3loktir3
fabelaktigst	fob3loktikst
fabelaktigste	fob3loktikst3
fable	fobl3
fabrikant	fobrikont
fabrikasjon	fobrikoSun
fabrikk	fobrik
fabrikkere	fobriker3
fager	fog3r
faglig	fogli
faglige	fogli3
fagligere	foglir3
fagligst	foglikst
fagligste	foglikst3
faglært	foglEt
fair	fEr
fajanse	foyons3
fakke	fok3
fakkel	fok3l
fakse	foks3
faktisk	foktisk
falle	fol3
falleferdig	fol3fEdi
falleferdige	fol3fEdi3
falleferdigere	fol3fEdir3
falleferdigst	fol3fEdikst
falleferdigste	fol3fEdikst3
fallitt	folit
falme	folm3
falsk	folsk
falske	folsk3
familie	fomili3
familiær	fomiliEr
famle	foml3
fanatisk	fonotisk
fane	fon3
fange	foN3
fant	font
fantasere	fontoser3
fantastisk	fontostisk
far	for
fare	for3
farga	forg3t
farge	forg3
fargeblind	forg3blin
fargehandel	forg3hon3l
fargerik	forg3rik
farget	forg3t
farlig	foLi
farlige	foLi3
farligere	foLir3
farligst	foLikst
farligste	foLikst3
fart	fot
farte	fot3
fartsmåler	fotsmol3r
fasade	fosod3
fascinere	fosiner3
fascistisk	foSistisk
fase	fos3
fasjonabel	foSunob3l
fast	fost
faste	fost3
fastelavn	fost3lovn
fastende	fost3n3
fastholde	fosthol3
fastland	fostlon
fastsette	fostsEt3
fat	fot
fatal	fotol
fatle	fotl3
fatte	fot3
fattet	fot3t
fattig	foti
fattige	foti3
fattigere	fotir3
fattigslig	fotiSLi
fattigslige	fotiSLi3
fattigsligere	fotiSLir3
fattigsligst	fotiSLikst
fattigsligste	fotiSLikst3
fattigst	fotikst
fattigste	fotikst3
faun	fEwn
favorisere	fovuriser3
feber	feb3r
febrilsk	f3brilsk
februar	f3br3or
fedme	fEdm3
fehlen	fel3n
feide	fEid3
feie	fEi3
feig	fEig
feige	fEigi3
feigere	fEigir3
feigst	fEigikst
feigste	fEigikst3
feil	fEil
feilaktig	fEilokti
feilaktige	fEilokti3
feilaktigere	fEiloktir3
feilaktigst	fEiloktikst
feilaktigste	fEiloktikst3
feile	fEil3
feilfri	fEilfri
feilslått	fEilSLot
feiltagelse	fEiltogEls3
feire	fEir3
feit	fEit
fekte	fEkt3
felle	fEl3
felles	fEl3s
felt	fElt
fem	fEm
femten	fEmt3n
femti	fEmti
fengsel	fENS3l
fengsle	fENSL3
fennikel	fEnik3l
fenomenal	fEnum3nol
ferdes	fEd3s
ferdig	fEdi
ferdige	fEdi3
ferdigere	fEdir3
ferdigkokt	fEdikukt
ferdigst	fEdikst
ferdigste	fEdikst3
ferge	fEry3
ferie	feriy3
feriehus	feri3h3s
feriere	fErier3
ferje	fEry3
fersk	fESk
fersken	fESk3n
feste	fEst3
festival	fEstivol
festlig	fEstli
festlige	fEstli3
festligere	fEstlir3
festligst	fEstlikst
festligste	fEstlikst3
festne	fEstne
festning	fEstniN
fet	fet
fett	fEt
fetter	fEt3r
fettere	fEt3r3
fetteren	fEtEn
fettern	fEtEn
fiendtlig	fi3ntli
fiendtlige	fi3ntli3
fiendtligere	fi3ntlir3
fiendtligst	fi3ntlikst
fiendtligste	fi3ntlikst3
fiffig	fifi
fiffige	fifi3
fiffigere	fifir3
fiffigst	fifikst
fiffigste	fifikst3
figurere	fig3rer3
fike	fik3
fiken	fik3n
fiks	fiks
fiktiv	fiktiv
file	fil3
fille	fil3
fillete	fil3t3
film	film
filme	film3
filmfølsomhet	filmfElsomhet
filmskuespiller	filmsk33spil3r
filmtekniker	filmtEknik3r
filmteknikker	filmtEknik3r
filologisk	filulogisk
filosofisk	filusufisk
filteraktig	filt3rokti
filtrat	filtrot
filtrere	filtrer3
fin	fin
finansiere	finonsier3
finger	fiN3r
fingerring	fiN3riN
fingert	fiNget
fingre	fiNr3
finne	fin3
finne sted	fin3sted fin3ste
finner	fin3r
finnes	fin3s
finsk	finsk
fiolett	fiolEt
fiolinist	fiulinist
fire	fir3
firkanta	firkonto
firkantet	firkonto
firma	firmo
fisk	fisk
fiske	fisk3
fiskebein	fisk3bEin
fiskehandel	fisk3hon3l
fiskehavn	fisk3hovn
fiskekort	fisk3kut
fiskestang	fisk3stoN
fiskesuppe	fisk3s3p3
fiskevær	fisk3vEr
fit	fit
fitnessenter	fitnEsEnt3r
fjell	fyEl
fjellbygd	fyElbigd
fjellklatring	fyElklotriN
fjelltopp	fyEltop
fjellvegg	fyElvEg
fjern	fSEn
fjerne	fyEn3
fjernlys	fyEnlis
fjernsyn	fyEnsin
fjernsynsrom	fyEnsinsrum
fjollete	fyol3t3
fjord	fyur
fjorten	fyut3n
fjære	fyEr3
flagg	flog
flagge	flog3
flagre	flogr3
flakke	flok3
flakse	floks3
flamme	flom3
flamsk	flomsk
flaske	flosk3
flaskeåpner	flosk3opn3r
flass	flos
flasse	flos3
flat	flot
flate	flot3
flatt	flot
flatterende	floter3n3
flau	flE3
fleipe	flEip3
flekk	flEk
fleksibel	fl3ksib3l
flenge	flEN3
flerre	flEr3
flette	flEt3
flidd	flid
flikke	flik3
flimre	flimr3
flink	fliNk
flintskalla	flintskol3t
flintskallet	flintskol3t
flire	flir3
flittig	fliti
flittige	fliti3
flittigere	flitir3
flittigst	flitikst
flittigste	flitikst3
flo	flu
floke	fluk3
flokete	fluk3t3
flokke	flok3
flomme	flom3
florere	flurer3
flott	flot
flue	fl33
fly	fli
flyge	flig3
flyger	flig3r
flykte	flikt3
flyktig	flikti
flyktige	flikti3
flyktigere	fliktir3
flyktigst	fliktikst
flyktigste	fliktikst3
flyktning	fliktniN
flyplass	fliplos
flyplassavgift	fliplosovyift
flyplassbuss	fliplosb3s
flyreise	flirEis3
flyselskap	flisElskop
flyte	flit3
flytende	flit3n3
flytte	flit3
flyvert	flivEt
flyvertinne	flivEtin3
flå	flo
flådd	flod
flådde	flod3
flått	flot
flørte	flet3
fløte	flet3
fløy	flEy
fløyel	flEy3l
fløyte	flEyt3
fnise	fnis3
fnyse	fnis3
fokusere	fuk3ser3
folde	fol3
fole	ful3
folk	folk
folkekjær	folk3SEr
folkelig	folk3li
folkelige	folk3li3
folkeligere	folk3lir3
folkeligst	folk3likst
folkeligste	folk3likst3
folkemusikk	folk3m3sik
folklore	folklor
folkloreaften	folkloroft3n
folksom	folksom
fomle	fuml3
for	for
for det andre	fodEondr3
for min del	formindel
for mye	formi3
for ti minutter siden	fo ti min3t3 Sid3n
forakte	forokt3
foraktelig	forokt3li
foraktelige	forokt3li3
forakteligere	forokt3lir3
forakteligst	forokt3likst
forakteligste	forokt3likst3
foran	foron
forandre	forondr3
forandring	forondriN
forarge	fororg3
forbanna	forbon3t
forbanne	forbon3 fobon3
forbannet	forbon3t
forbarme	forborm3
forbause	forbE3s3
forbauselse	forbE3s3ls3
forbedre	forbedr3 fobedr3
forbeholde	forb3hol3
forberede	forb3red3
forbi	forbi
forbigå	forbigo
forbigående	forbigo3n3
forbilledlig	forbil3dli
forbilledlige	forbil3dli3
forbilledligere	forbil3dlir3
forbilledligst	forbil3dlikst
forbilledligste	forbil3dlikst3
forbinde	forbin3
forbindelse	forbin3ls3
forbli	forbli
forblø	forble
forbløffe	forblEf3
forbløffende	forblEf3n3
forbrenne	forbrEn3
forbrenning	forbrEniN
forbruk	forbr3k
forbruke	forbr3k3
forbrytelse	forbrit3ls3
forbud	forb3d
forbudt	forb3t
forbund for funksjonshemmede	forb3nforf3NkSunshEm3d3
forby	forbi
fordampe	fodomp3
fordel	fodel
fordelaktig	fodelokti
fordelaktige	fodelokti3
fordelaktigere	fodeloktir3
fordelaktigst	fodeloktikst
fordelaktigste	fodeloktikst3
fordele	fodel3
forderve	fodErv3
fordi	fodi
fordoble	fodobl3
fordomsfri	fodomsfri
fordomsfull	fodomsf3l
fordra	fodro
fordre	fodr3
fordreie	fodrEi3
fordringsfull	fodriNsf3l
fordringsløs	fodriNsles
fordrive	fodriv3
fordufte	fod3ft3
fordums	fod3ms
fordype	fodip3
fordømme	fodEm3
fordøye	fodEy3
fordøyelse	fodEyEls3
fore	fer3
forebygge	for3big3
foredle	foredl3
foregi	for3yi
foregripe	for3grip3
foregå	for3go
foregående	for3go3n3
forekomme	for3kom3
forelda	forEld3t
forelder	forEld3r
foreldet	forEld3t
foreldre	forEldr3
forelese	for3les3
foreligge	for3lig3
forelske	forElsk3
foreløpig	for3lepi
foreløpige	for3lepi3
foreløpigere	for3lepir3
foreløpigst	for3lepikst
foreløpigste	for3lepikst3
forene	foren3
forenkle	forENkl3
forenlig	forenli
forenlige	forenli3
forenligere	forenlir3
forenligst	forenlikst
forenligste	forenlikst3
foresatt	for3sot
foreskrive	for3skriv3
foreslå	for3slo
forespeile	for3spEil3
forestille	for3stil3
forestilling	for3stiliN
forestå	for3sto
foresveve	for3svev3
foreta	for3to
foretaksom	for3toksom
foretrekke	for3trEk3
forevige	forevig3
forfall	forfol
forfalle	forfol3
forfallen	forfol3n
forfalske	forfolsk3
forfatte	forfot3
forfatter	forfot3r
forfekte	forfEkt3
forfengelig	forfEN3li
forfengelige	forfEN3li3
forfengeligere	forfEN3lir3
forfengeligst	forfEN3likst
forfengeligste	forfEN3likst3
forferdelig	forfEd3li
forferdelige	forfEd3li3
forferdeligere	forfEd3lir3
forferdeligst	forfEd3likst
forferdeligste	forfEd3likst3
forfjamsa	forfyoms3t
forfjamset	forfyoms3t
forflytte	forflit3
forfremme	forfrEm3
forfriskning	forfriskniN
forfrossen	forfros3n
forfølge	forfEl3
forføre	forfer3
forgifte	foryift3
forgiftning	foryifniN
forgjengelig	foryEN3li
forgjengelige	foryEN3li3
forgjengeligere	foryEN3lir3
forgjengeligst	foryEN3likst
forgjengeligste	foryEN3likst3
forgjeves	foryev3s
forgreine	forgren3
forgripe	forgrip3
forgude	forg3d3
forgylle	foryil3
forhandle	forhonl3
forhandler	forhonl3r
forhandling	forhonliN
forhaste	forhost3
forhatt	forhot
forhekse	forhEks3
forhenværende	forh3nvEr3n3
forherlige	forhELig3
forhindre	forhindr3
forhold	forhol
forhåpentligvis	forhop3ntlivis
forhåpningsfull	forhopniNsf3l
forhøre	forher3
forhøye	forhEy3
forkaste	forkost3
forkastelig	forkost3li
forkastelige	forkost3li3
forkasteligere	forkost3lir3
forkasteligst	forkost3likst
forkasteligste	forkost3likst3
forkjølelse	forSelEls3
forklare	forklor3 foklor3
forklaring	forkloriN
forkle	forkl3
forkludre	forkl3dr3
forknytt	forknit
forkommen	forkom3n
forkorte	forkot3
forkortelse	forkot3ls3
forkynne	forSin3
forlange	foLoN3
forlate	foLot3
forlatt	foLot
forlede	foLed3
forleden	foLed3n
forlegen	foLeg3n
forlenge	foLEN3
forlise	foLis3
forlodds	foLods
forlokkende	foLok3n3
forlove	foLov3
forlovede	folov3d3
forløpe	foLep3
form	form
formal	formol
formane	formon3
forme	form3
formel	form3l
formell	formEl
formere	former3
formiddag	formidog
formidle	formidl3
forminske	forminsk3
formode	formud3
formodentlig	formud3ntli
formodentlige	formud3ntli3
formodentligere	formud3ntlir3
formodentligst	formud3ntlikst
formodentligste	formud3ntlikst3
formular	form3lor
formulere	form3ler3
fornavn	fonovn
fornedre	fonedr3
fornekte	fonEkt3
fornem	fonEm
fornemme	fonEm3
fornye	foni3
fornærme	fonErm3
fornærmelse	fonErmEls3
fornøyd	fonEyd
fornøyelig	fonEy3li
fornøyelige	fonEy3li3
fornøyeligere	fonEy3lir3
fornøyeligst	fonEy3likst
fornøyeligste	fonEy3likst3
fornøyelse	fonEyEls3
fornøyelsespark	fonEyEls3spork
forordne	forodn3
forpeste	forpEst3
forpleining	forplEiniN
forplikte	forplikt3
forpurre	forp3r3
forregne seg	forEin3sEi
forrest	for3st
forresten	forEst3n
forrett	for3t
forringe	foriN3
forrykende	forik3n3
forrykt	forikt
forråd	forod
forråde	forod3
forrådt	forot
forrædersk	fored3Sk
forsagt	foSokt
forsake	foSok3
forsalg	foSolg
forseggjort	foSEiut
forsikre	foSikr3
forsikring	foSikriN
forsiktig	foSikti
forsiktige	foSikti3
forsiktigere	foSiktir3
forsiktighet	foSiktihet
forsiktigst	foSiktikst
forsiktigste	foSiktikst3
forsinke	foSiNk3
forsinkelse	foSiNkEls3
forske	foSk3
forskjell	foS3l
forskjellig	foSEli
forskjellige	foSEli3
forskjelligere	foSElir3
forskjelligst	foSElikst
forskjelligste	foSElikst3
forskning	foSkniN
forskrift	foSkrift
forskrudd	foSkr3d
forskuttere	foSk3ter3
forskyve	foSiv3
forslag	foSLog
forslitt	foSLit
forsnakke	foSnok3
forsone	foSun3
forsove	foSov3
forspille	foSpil3
forstad	foSto
forstandig	foStoni
forstandige	foStoni3
forstandigere	foStonir3
forstandigst	foStonikst
forstandigste	foStonikst3
forsterke	foStErk3
forstoppelse	foStopEls3
forstrekning	foStrEkniN
forstuet	foSt33t
forstumme	foSt3m3
forstyrre	foStir3
forstå	foSto
forståelig	foSto3li
forståelige	foSto3li3
forståeligere	foSto3lir3
forståeligst	foSto3likst
forståeligste	foSto3likst3
forståelsesfull	foSto3ls3sf3l
forstørre	foStEr3
forsvare	foSvor3
forsvarlig	foSvoLi
forsvarlige	foSvoLi3
forsvarligere	foSvoLir3
forsvarligst	foSvoLikst
forsvarligste	foSvoLikst3
forsvinne	foSvin3
forsyne	foSin3
forsøk	foSek
forsøke	foSek3
forsømme	foSEm3
forsørge	foSErg3
fort	fut
fortapt	fotopt
fortau	fotE3
forte	fut3
fortelle	fotEl3
fortid	foti fotid
fortjene	fotyen3
fortløpende	futlep3n3
fortolle	fotol3
fortreffelig	fotrEf3li
fortreffelige	fotrEf3li3
fortreffeligere	fotrEf3lir3
fortreffeligst	fotrEf3likst
fortreffeligste	fotrEf3likst3
fortrenge	fotrEN3
fortrolig	fotruli
fortrolige	fotruli3
fortroligere	fotrulir3
fortroligst	fotrulikst
fortroligste	fotrulikst3
fortryllende	fotrilEn3
fortsette	fots3t3
fortumla	fotumlo
fortvila	fotvilo
fortvile	fotvil3
fortære	fotEr3
fortøye	fotEy3
forunderlig	for3n3Li
forunderlige	for3n3Li3
forunderligere	for3n3Lir3
forunderligst	for3n3Likst
forunderligste	for3n3Likst3
forundre	for3ndr3
forurense	for3rEns3
forurensning	for3rEnsniN
forurolige	for3ruli3
foruroligende	for3ruli3n3
forutinntatt	for3tintot
forutsette	for3ts3t3
forutsi	for3tsi
forutsigelig	for3tsig3li
forutsigelige	for3tsig3li3
forutsigeligere	for3tsig3lir3
forutsigeligst	for3tsig3likst
forutsigeligste	for3tsig3likst3
forvalte	forvolt3
forvandle	forvonl3
forveksle	forvEkSL3
forvelle	forvEl3
forvente	forvEnt3
forventningsfull	forvEntniNsf3l
forverre	forvEr3
forville	forvil3
forvirra	forviro
forvirre	forvir3
forvise	forvis3
forvisse	forvis3
forvitre	forvitr3
forårsake	foroSok3
forære	forEr3
foss	fos
fosse	fos3
fossil	fosil
fostre	fustr3
fot	fut
fotball	futbol
fotballkamp	futbolkomp
fotgjenger	futyEN3r
foto	futu
fotoforretning	futuforEtniN
fotografere	futugrofer3
fotografering	futugrofEriN
fra	fro
fra og med	froome
frabe	frobe
frafalle	frofol3
frakk	frok
frakte	frokt3
fram	from
framkalle	fromkol3
framlegge	frEmlEi3
framme	from3
framover	fromov3r
framsette	frEmsEt3
framsynt	frEmsint
framtre	frEmtre
frankere	froNker3
fransk	fronsk
franskbrød	fronskbre
franskmann	fronskmon
